ID,Loại Vật Phẩm,Tên Hiển Thị,Icon_ID,Tên_File_Ảnh,Đường_Dẫn_Ảnh_Tương_Đối,Công_Thức_IMAGE_Excel,Mô Tả,Công Dụng,File Gốc
19055,Kỹ năng Nhẫn Thuật,Cấp Cứu II,19055,19055.png,icons/item/19055.png,"=IMAGE(""icons/item/19055.png"")","Khi sử dụng kỹ năng chủ động trị liệu, đối với đồng đội có sinh mệnh nhỏ hơn 25% sẽ giúp họ nhận được hiệu ứng trị liệu bằng 25% (cố định) lượng sinh mệnh đã mất",,item_data11.dec.lua
20001,Kỹ năng Nhẫn Thuật,Nhẫn Thuật III,20001,20001.png,icons/item/20001.png,"=IMAGE(""icons/item/20001.png"")",Sát thương của nhẫn thuật tăng 15%; tấn công tăng thêm 300 điểm,,item_data11.dec.lua
20002,Kỹ năng Nhẫn Thuật,Thần Lực III,20002,20002.png,icons/item/20002.png,"=IMAGE(""icons/item/20002.png"")",Sát thương của thể thuật tăng 15%; tấn công tăng thêm 300 điểm,,item_data11.dec.lua
20003,Kỹ năng Nhẫn Thuật,Truy Kích III,20003,20003.png,icons/item/20003.png,"=IMAGE(""icons/item/20003.png"")",Khi tấn công vật lí mục tiêu có 100% sác xuất tăng thêm một đòn đánh,,item_data11.dec.lua
20004,Kỹ năng Nhẫn Thuật,Truy Sát III,20004,20004.png,icons/item/20004.png,"=IMAGE(""icons/item/20004.png"")",Khi tấn công vật lí tạo ra bạo kích có 80% sác xuất tăng thêm một đòn đánh,,item_data11.dec.lua
20005,Kỹ năng Nhẫn Thuật,Bạo Nộ III,20005,20005.png,icons/item/20005.png,"=IMAGE(""icons/item/20005.png"")",Sát thương bạo kích tăng 30%,,item_data11.dec.lua
20006,Kỹ năng Nhẫn Thuật,Cuồng Bạo III,20006,20006.png,icons/item/20006.png,"=IMAGE(""icons/item/20006.png"")",xác suất bạo kích tăng 17%,,item_data11.dec.lua
20007,Kỹ năng Nhẫn Thuật,Chiến Ý III,20007,20007.png,icons/item/20007.png,"=IMAGE(""icons/item/20007.png"")","Sinh mệnh giảm 1%, sát thương tăng 0.3%",,item_data11.dec.lua
20008,Kỹ năng Nhẫn Thuật,Tăng Tốc III,20008,20008.png,icons/item/20008.png,"=IMAGE(""icons/item/20008.png"")",Tốc độ tăng thêm 15% +30,,item_data11.dec.lua
20009,Kỹ năng Nhẫn Thuật,Hồi Âm III,20009,20009.png,icons/item/20009.png,"=IMAGE(""icons/item/20009.png"")","Sau khi hồi sinh, xác suất né tránh tăng 25%, duy trì trong 2 hiệp",,item_data11.dec.lua
20010,Kỹ năng Nhẫn Thuật,Giáng Lâm III,20010,20010.png,icons/item/20010.png,"=IMAGE(""icons/item/20010.png"")","Sau khi hồi sinh, tấn công tăng 30%, duy trì trong 2 hiệp",,item_data11.dec.lua
20011,Kỹ năng Nhẫn Thuật,Trị Liệu giảm III,20011,,,,"Khi tấn công có 36% xác suất giảm hiệu quả trị liệu 30%, duy trì trong 3 hiệp",,item_data11.dec.lua
20012,Kỹ năng Nhẫn Thuật,Niêm Phong III,20012,20012.png,icons/item/20012.png,"=IMAGE(""icons/item/20012.png"")",Mục tiêu bị tấn công có 30% xác suất không thể hồi sinh trong 4 hiệp; sát thương đối với chuyển sinh bảo mệnh tăng 16%,,item_data11.dec.lua
20013,Kỹ năng Nhẫn Thuật,Tẩy Phép III,20013,20013.png,icons/item/20013.png,"=IMAGE(""icons/item/20013.png"")",Khi tấn công có 30% xác suất tẩy phép bổ trợ trên mục tiêu,,item_data11.dec.lua
20014,Kỹ năng Nhẫn Thuật,Xung Kích III,20014,20014.png,icons/item/20014.png,"=IMAGE(""icons/item/20014.png"")",Sát thương vượt quá 26% sinh mệnh mục tiêu có 40% xác suất làm choáng mục tiêu trong 2 hiệp,,item_data11.dec.lua
20015,Kỹ năng Nhẫn Thuật,Khiêu Khích III,20015,20015.png,icons/item/20015.png,"=IMAGE(""icons/item/20015.png"")","Khi tấn công có 12% xác suất khống chế mục tiêu tự tấn công vào bản thân, duy trì trong 1 hiệp",,item_data11.dec.lua
20016,Kỹ năng Nhẫn Thuật,Giảm Tốc III,20016,20016.png,icons/item/20016.png,"=IMAGE(""icons/item/20016.png"")","Khi tấn công có 40% xác suất giảm 10% tốc độ mục tiêu, duy trì trong 2 hiệp",,item_data11.dec.lua
20017,Kỹ năng Nhẫn Thuật,Khích Lệ III,20017,20017.png,icons/item/20017.png,"=IMAGE(""icons/item/20017.png"")","Khi chết có 50% xác suất tăng 30% tấn công toàn bộ đồng đội, duy trì trong 2 hiệp",,item_data11.dec.lua
20018,Kỹ năng Nhẫn Thuật,Né Tránh III,20018,20018.png,icons/item/20018.png,"=IMAGE(""icons/item/20018.png"")",Tăng né tránh 14%; khi chịu tấn công bởi đơn vị dùng bí thuật thần lực hoặc nhẫn thuật sẽ giảm 15% sát thương,,item_data11.dec.lua
20019,Kỹ năng Nhẫn Thuật,Trấn Áp III,20019,20019.png,icons/item/20019.png,"=IMAGE(""icons/item/20019.png"")",Sát thương tăng 25% đối với mục tiêu có sinh cơ hoặc tái sinh,,item_data11.dec.lua
20020,Kỹ năng Nhẫn Thuật,Chính Xác III,20020,20020.png,icons/item/20020.png,"=IMAGE(""icons/item/20020.png"")",Đánh trúng tăng 14%; sát thương tăng 15% đối với mục tiêu có né tránh hoặc tăng tốc,,item_data11.dec.lua
20021,Kỹ năng Nhẫn Thuật,Thanh Lọc III,20021,20021.png,icons/item/20021.png,"=IMAGE(""icons/item/20021.png"")",Khi bắt đầu hiệp đấu có 60% xác suất loại trừ tất cả trạng thái tiêu cực trên bản thân,,item_data11.dec.lua
20022,Kỹ năng Nhẫn Thuật,Kháng CC III,20022,20022.png,icons/item/20022.png,"=IMAGE(""icons/item/20022.png"")","Hiệu quả đề kháng tăng 20%, hiệu quả đề kháng càng cao thì xác suất kháng khống chế thành công càng cao",,item_data11.dec.lua
20023,Kỹ năng Nhẫn Thuật,Tái Sinh III,20023,20023.png,icons/item/20023.png,"=IMAGE(""icons/item/20023.png"")",Khi bắt đầu hiệp đấu hồi phục 6% giới hạn trên lượng sinh mệnh,,item_data11.dec.lua
20024,Kỹ năng Nhẫn Thuật,Bảo Mệnh III,20024,20024.png,icons/item/20024.png,"=IMAGE(""icons/item/20024.png"")",Khí chết có 60% xác suất hồi sinh lượng nhỏ sinh mệnh,,item_data11.dec.lua
20025,Kỹ năng Nhẫn Thuật,Chuyển Sinh III,20025,20025.png,icons/item/20025.png,"=IMAGE(""icons/item/20025.png"")",Khí chết có 16% xác suất hồi sinh 50% lượng sinh mệnh,,item_data11.dec.lua
20026,Kỹ năng Nhẫn Thuật,Kháng Bạo III,20026,20026.png,icons/item/20026.png,"=IMAGE(""icons/item/20026.png"")",Giảm 20% xác suất chịu bạo kích,,item_data11.dec.lua
20027,Kỹ năng Nhẫn Thuật,Giảm Thuật III,20027,20027.png,icons/item/20027.png,"=IMAGE(""icons/item/20027.png"")",Chịu sát thương nhẫn thuật giảm 15%,,item_data11.dec.lua
20028,Kỹ năng Nhẫn Thuật,Giảm Thể III,20028,20028.png,icons/item/20028.png,"=IMAGE(""icons/item/20028.png"")",Chịu sát thương thể thuật giảm 15%,,item_data11.dec.lua
20029,Kỹ năng Nhẫn Thuật,Sinh Cơ III,20029,20029.png,icons/item/20029.png,"=IMAGE(""icons/item/20029.png"")",Hiệu quả trị liệu và được trị liệu của Ninja tăng 15%,,item_data11.dec.lua
20030,Kỹ năng Nhẫn Thuật,Làm Chậm III,20030,20030.png,icons/item/20030.png,"=IMAGE(""icons/item/20030.png"")","Tốc độ giảm 10%, sinh mệnh tăng 15%",,item_data11.dec.lua
20031,Kỹ năng Nhẫn Thuật,Xuyên Thấu III,20031,20031.png,icons/item/20031.png,"=IMAGE(""icons/item/20031.png"")",Sát thương bỏ qua 30% đỡ đòn của mục tiêu,,item_data11.dec.lua
20032,Kỹ năng Nhẫn Thuật,Đánh Trúng III,20032,20032.png,icons/item/20032.png,"=IMAGE(""icons/item/20032.png"")","Đánh trúng tăng 11%, bạo kích giảm 10%",,item_data11.dec.lua
20033,Kỹ năng Nhẫn Thuật,Liên Pháp III,20033,20033.png,icons/item/20033.png,"=IMAGE(""icons/item/20033.png"")","Tấn công nhẫn thuật có 40% xác suất kích hoạt liên kích, khi thi triển kỹ lần thứ 2 thì sát thương, khống chế, hồi phục bằng 50% lần đầu",,item_data11.dec.lua
20034,Kỹ năng Nhẫn Thuật,Giảm Thương III,20034,20034.png,icons/item/20034.png,"=IMAGE(""icons/item/20034.png"")","Khi bắt đầu chiến đấu, giảm thương tăng 30% trong 2 hiệp đầu",,item_data11.dec.lua
20035,Kỹ năng Nhẫn Thuật,Đánh Chùm III,20035,20035.png,icons/item/20035.png,"=IMAGE(""icons/item/20035.png"")","Tấn công thể thuật có 40% xác suất kích hoạt liên kích, khi thi triển kỹ lần thứ 2 thì sát thương, khống chế, hồi phục bằng 50% lần đầu",,item_data11.dec.lua
20036,Kỹ năng Nhẫn Thuật,Hấp Thụ III,20036,20036.png,icons/item/20036.png,"=IMAGE(""icons/item/20036.png"")","Sử dụng kỹ năng sát thương thể thuật, dùng 30% lượng sát thương hồi phục sinh mệnh của người tấn công",,item_data11.dec.lua
20037,Kỹ năng Nhẫn Thuật,Thần Thể III,20037,20037.png,icons/item/20037.png,"=IMAGE(""icons/item/20037.png"")","Khi bị tấn công bởi đơn vị có cuồng bạo, đánh chùm hoặc liên pháp, lượng sát thương phải chịu giảm 30%",,item_data11.dec.lua
20038,Kỹ năng Nhẫn Thuật,Hộ Thuẫn III,20038,20038.png,icons/item/20038.png,"=IMAGE(""icons/item/20038.png"")","Khi bắt đầu chiến đấu, dùng 12% lượng máu để hộ thuẫn cho tất cả đồng đội, duy trì trong 2 hiệu, hiệu ứng này không thể cộng dồn",,item_data11.dec.lua
20039,Kỹ năng Nhẫn Thuật,Thanh Tâm III,20039,20039.png,icons/item/20039.png,"=IMAGE(""icons/item/20039.png"")",Khi sử dụng kỹ năng trị liệu hoặc hồi sinh có 40% xác suất giải trừ trạng thái tiêu cực của 1 đồng đội ngẫu nhiên,,item_data11.dec.lua
20040,Kỹ năng Nhẫn Thuật,Phản Thương III,20040,20040.png,icons/item/20040.png,"=IMAGE(""icons/item/20040.png"")",Khi chịu sát thương có 45% xác suất phản 40% sát thương,,item_data11.dec.lua
20041,Kỹ năng Nhẫn Thuật,Anh Dũng III,20041,20041.png,icons/item/20041.png,"=IMAGE(""icons/item/20041.png"")","Khi bắt đầu chiến đấu, sát thương vật lý tăng 20%, duy trì trong 2 hiệp, hiệu ứng này không thể bị giải trừ",,item_data11.dec.lua
20042,Kỹ năng Nhẫn Thuật,Tập Trung III,20042,20042.png,icons/item/20042.png,"=IMAGE(""icons/item/20042.png"")","Khi bắt đầu chiến đấu, sát thương nhẫn thuật tăng 20%, duy trì trong 2 hiệp, hiệu ứng này không thể bị giải trừ",,item_data11.dec.lua
20043,Kỹ năng Nhẫn Thuật,Biến Động  III,20043,20043.png,icons/item/20043.png,"=IMAGE(""icons/item/20043.png"")","Khi tạo ra sát thương nhẫn thuật, lượng sát thương biến động trong khoảng 100 đến 120%",,item_data11.dec.lua
20044,Kỹ năng Nhẫn Thuật,Ân Xá III,20044,20044.png,icons/item/20044.png,"=IMAGE(""icons/item/20044.png"")","Tấn công tăng 6%, khi chịu sát thương lớn hơn 40% giới hạn sinh mệnh có 30% xác suất giảm thương 50%",,item_data11.dec.lua
20045,Kỹ năng Nhẫn Thuật,Linh Niệm III,20045,20045.png,icons/item/20045.png,"=IMAGE(""icons/item/20045.png"")","Sau khi chết được trị liệu bên ngoài, hiệp đấu sau có 15% xác suất quay trở lại chiến trường với 25% lượng sinh mệnh, sau mỗi hiệp xác suất hồi sinh tăng 5%, sau 5 hiệp chắc chắn hồi sinh, mỗi trận đấu chỉ có hiệu lực 1 lần",,item_data11.dec.lua
20046,Kỹ năng Nhẫn Thuật,Hủy Diệt III,20046,20046.png,icons/item/20046.png,"=IMAGE(""icons/item/20046.png"")","Sát thương tăng 20% đối với đơn vị có [linh niệm], nếu tiêu diệt đơn vị thì không thể kích hoạt hiệu ứng [linh niệm]",,item_data11.dec.lua
20047,Kỹ năng Nhẫn Thuật,Tham Lam III,20047,20047.png,icons/item/20047.png,"=IMAGE(""icons/item/20047.png"")","Sử dụng kỹ năng sát thương nhẫn, dùng 20% lượng sát thương hồi phục sinh mệnh của người tấn công",,item_data11.dec.lua
20048,Kỹ năng Nhẫn Thuật,Phá Giáp III,20048,20048.png,icons/item/20048.png,"=IMAGE(""icons/item/20048.png"")","Sát thương tăng 15% đối với đơn vị có [hộ thuẫn], ngoài ra 50% lượng sát thương vô hiệu với hiệu ứng hộ thuẫn",,item_data11.dec.lua
20049,Kỹ năng Nhẫn Thuật,Tích lực III,20049,20049.png,icons/item/20049.png,"=IMAGE(""icons/item/20049.png"")","Khi không thể di chuyển trong hiệp đấu, lần thi triển kỹ năng tấn công sau sát thương tăng thêm 25% (có thể cộng dồn, không thể bị tẩy phép, bị loại bỏ sau mỗi lần thi triển kỹ năng)",,item_data11.dec.lua
20050,Kỹ năng Nhẫn Thuật,Linh Hoạt III,20050,20050.png,icons/item/20050.png,"=IMAGE(""icons/item/20050.png"")","Vô hiệu tất cả các hiệu ứng giảm tốc, khi bắt đầu mỗi hiệp đấu, với thêm mỗi Ninja đồng đội cùng hệ có thể tăng tốc độ bản thân lần lượt lên 75%, 10%, 13%, 15% (không thể kết hợp với [tăng tốc], ưu tiên hiệu ứng)",,item_data11.dec.lua
20051,Kỹ năng Nhẫn Thuật,Trừng Phạt III,20051,20051.png,icons/item/20051.png,"=IMAGE(""icons/item/20051.png"")",Khi tấn công khiến cho mục tiêu chịu thêm sát thương bằng 7% sinh mệnh (không vượt quá 30% lượng sát thương phải chịu từ kỹ năng),,item_data11.dec.lua
20052,Kỹ năng Nhẫn Thuật,Tín Niệm III,20052,20052.png,icons/item/20052.png,"=IMAGE(""icons/item/20052.png"")","Khi sinh mệnh bản thân lớn hơn 50%, giảm sát thương vật lí 12%; khi sinh mệnh nhỏ hơn 50%, tăng trị liệu 20%",,item_data11.dec.lua
20053,Kỹ năng Nhẫn Thuật,Bảo Hộ III,20053,20053.png,icons/item/20053.png,"=IMAGE(""icons/item/20053.png"")","Khi đồng đội chịu sát thương bị tiêu diệt, dùng 15% sinh mệnh bản thân bảo vệ đồng đội, nếu lượng máu bản thân nhỏ hơn 30% sẽ không thể kích hoạt, thời gian hồi chiêu 4 hiệp",,item_data11.dec.lua
20054,Kỹ năng Nhẫn Thuật,Linh Cảm III,20054,20054.png,icons/item/20054.png,"=IMAGE(""icons/item/20054.png"")","Khi sử dụng kỹ năng chủ động bổ trợ, có 30% xác suất duy trì bổ trợ thêm 1 hiệp, thời gian hồi chiêu 2 hiệp; khi sử dụng kỹ năng giảm bổ trợ có 10% khả năng kích hoạt hiệu ứng",,item_data11.dec.lua
20055,Kỹ năng Nhẫn Thuật,Cấp Cứu III,20055,20055.png,icons/item/20055.png,"=IMAGE(""icons/item/20055.png"")","Khi sử dụng kỹ năng chủ động trị liệu, đối với đồng đội có sinh mệnh nhỏ hơn 30% sẽ giúp họ nhận được hiệu ứng trị liệu bằng 30% (cố định) lượng sinh mệnh đã mất",,item_data11.dec.lua
22001,Vật phẩm Ảnh,Ω324,22001,22001.png,icons/item/22001.png,"=IMAGE(""icons/item/22001.png"")",Ω325,Công dụng: mở khóa ảnh Sinh Tồn,item_data1.luac
22002,Vật phẩm Ảnh,Ω322,22002,22002.png,icons/item/22002.png,"=IMAGE(""icons/item/22002.png"")",Ω323,Công dụng: mở khóa ảnh Sinh Tồn,item_data1.luac
22003,Vật phẩm Ảnh,Ω320,22003,22003.png,icons/item/22003.png,"=IMAGE(""icons/item/22003.png"")",Ω321,Công dụng: mở khóa ảnh Sinh Tồn,item_data1.luac
22004,Vật phẩm Ảnh,Ω318,22004,22004.png,icons/item/22004.png,"=IMAGE(""icons/item/22004.png"")",Ω319,Công dụng: mở khóa ảnh Sinh Tồn,item_data1.luac
22005,Vật phẩm Ảnh,Ω316,22005,22005.png,icons/item/22005.png,"=IMAGE(""icons/item/22005.png"")",Ω317,Công dụng: mở khóa ảnh Sinh Tồn,item_data1.luac
22006,Vật phẩm Ảnh,Ω314,22006,22006.png,icons/item/22006.png,"=IMAGE(""icons/item/22006.png"")",Ω315,Công dụng: mở khóa ảnh Sinh Tồn,item_data1.luac
22007,Vật phẩm Ảnh,Ω312,22007,22007.png,icons/item/22007.png,"=IMAGE(""icons/item/22007.png"")",Ω313,Công dụng: mở khóa ảnh Sinh Tồn,item_data1.luac
23001,Vật phẩm Thời Trang,Naruto Uzumaki [Tuxedo] (vĩnh viễn),23001,23001.png,icons/item/23001.png,"=IMAGE(""icons/item/23001.png"")","Thời trang Hiếm độc quyền của Naruto: Tiên Nhân, vĩnh viễn . Sử dụng và trang bị cho Naruto: Tiên Nhân, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23002,Vật phẩm Thời Trang,Naruto Uzumaki [Tuxedo] (7 ngày),23001,23001.png,icons/item/23001.png,"=IMAGE(""icons/item/23001.png"")","Thời trang Hiếm độc quyền của Naruto: Tiên Nhân, 7 ngày . Sử dụng và trang bị cho Naruto: Tiên Nhân, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23004,Vật phẩm Thời Trang,Sakura Chiến Cơ (vĩnh viễn),23004,23004.png,icons/item/23004.png,"=IMAGE(""icons/item/23004.png"")","Thời trang Hiếm độc quyền của Sakura Haruno, vĩnh viễn . Sử dụng và trang bị cho Sakura Haruno, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23005,Vật phẩm Thời Trang,Sakura Chiến Cơ (7 ngày),23004,23004.png,icons/item/23004.png,"=IMAGE(""icons/item/23004.png"")","Thời trang Hiếm độc quyền của Sakura Haruno, 7 ngày . Sử dụng và trang bị cho Sakura Haruno, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23007,Vật phẩm Thời Trang,Shisui Uchiha:  Anbu (vĩnh viễn),23007,23007.png,icons/item/23007.png,"=IMAGE(""icons/item/23007.png"")","Thời trang Hiếm độc quyền của Shisui Uchiha, vĩnh viễn . Sử dụng và trang bị cho Shisui Uchiha, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23008,Vật phẩm Thời Trang,Shisui Uchiha:  Anbu (7 ngày),23007,23007.png,icons/item/23007.png,"=IMAGE(""icons/item/23007.png"")","Thời trang Hiếm độc quyền của Shisui Uchiha, 7 ngày . Sử dụng và trang bị cho Shisui Uchiha, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23010,Vật phẩm Thời Trang,Gaara [Halloween] (vĩnh viễn),23010,23010.png,icons/item/23010.png,"=IMAGE(""icons/item/23010.png"")","Exclusive Rare outfit for Gaara, permanent . Use and equip it on Gaara, corresponding appearance and avatar will be unlocked.",Công dụng: rút Trang Phục,item_data1.luac
23011,Vật phẩm Thời Trang,Gaara [Halloween] (7 days),23010,23010.png,icons/item/23010.png,"=IMAGE(""icons/item/23010.png"")","Exclusive Rare outfit for Gaara, 7 days . Use and equip it on Gaara, corresponding appearance and avatar will be unlocked.",Công dụng: rút Trang Phục,item_data1.luac
23013,Vật phẩm Thời Trang,Itachi Uchiha: [Tuxedo] (vĩnh viễn),23013,23013.png,icons/item/23013.png,"=IMAGE(""icons/item/23013.png"")","Thời trang Hiếm độc quyền của Itachi Uchiha, vĩnh viễn . Sử dụng và trang bị cho Itachi Uchiha, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23014,Vật phẩm Thời Trang,Itachi Uchiha : [Tuxedo] (7 ngày),23013,23013.png,icons/item/23013.png,"=IMAGE(""icons/item/23013.png"")","Thời trang Hiếm độc quyền của Itachi Uchiha, 7 ngày . Sử dụng và trang bị cho Itachi Uchiha, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23016,Vật phẩm Thời Trang,Guy Punk Rock (vĩnh viễn),23016,23016.png,icons/item/23016.png,"=IMAGE(""icons/item/23016.png"")","Thời trang Hiếm độc quyền của Guy: Bát Môn, vĩnh viễn . Sử dụng và trang bị cho Guy: Bát Môn, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23017,Vật phẩm Thời Trang,Guy Punk Rock (7 ngày),23016,23016.png,icons/item/23016.png,"=IMAGE(""icons/item/23016.png"")","Thời trang Hiếm độc quyền của Guy: Bát Môn, 7 ngày . Sử dụng và trang bị cho Guy: Bát Môn, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23019,Vật phẩm Thời Trang,Toneri Otsutsuki: Chế độ thức tỉnh (vĩnh viễn),23019,23019.png,icons/item/23019.png,"=IMAGE(""icons/item/23019.png"")","Thời trang Hiếm độc quyền của Toneri Otsutsuki, vĩnh viễn . Sử dụng và trang bị cho Toneri Otsutsuki, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23020,Vật phẩm Thời Trang,Toneri Otsutsuki: Chế độ thức tỉnh (7 ngày),23019,23019.png,icons/item/23019.png,"=IMAGE(""icons/item/23019.png"")","Thời trang Hiếm độc quyền của Toneri Otsutsuki, 7 ngày . Sử dụng và trang bị cho Toneri Otsutsuki, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23022,Vật phẩm Thời Trang,Tobirama Senju: Áo choàng thần (vĩnh viễn),23022,23022.png,icons/item/23022.png,"=IMAGE(""icons/item/23022.png"")","Thời trang Hiếm độc quyền của Tobirama Senju, vĩnh viễn . Sử dụng và trang bị cho Tobirama Senju, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23023,Vật phẩm Thời Trang,Tobirama Senju: Áo choàng thần (7 ngày),23022,23022.png,icons/item/23022.png,"=IMAGE(""icons/item/23022.png"")","Thời trang Hiếm độc quyền của Tobirama Senju, 7 ngày . Sử dụng và trang bị cho Tobirama Senju, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23025,Vật phẩm Thời Trang,Kisame Hoshigaki: Chế độ Samehada (vĩnh viễn),23025,23025.png,icons/item/23025.png,"=IMAGE(""icons/item/23025.png"")","Thời trang Hiếm độc quyền của Kisame Hoshigaki, vĩnh viễn . Sử dụng và trang bị cho Kisame Hoshigaki, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23026,Vật phẩm Thời Trang,Kisame Hoshigaki: Chế độ Samehada (7 ngày),23025,23025.png,icons/item/23025.png,"=IMAGE(""icons/item/23025.png"")","Thời trang Hiếm độc quyền của Kisame Hoshigaki, 7 ngày . Sử dụng và trang bị cho Kisame Hoshigaki, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23028,Vật phẩm Thời Trang,Sakura Haruno[Swimsuit] (vĩnh viễn),23028,23028.png,icons/item/23028.png,"=IMAGE(""icons/item/23028.png"")","Thời trang Hiếm độc quyền của Shisui Uchiha, vĩnh viễn . Sử dụng và trang bị cho Shisui Uchiha, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23029,Vật phẩm Thời Trang,Sakura Haruno[Swimsuit] (7 ngày),23028,23028.png,icons/item/23028.png,"=IMAGE(""icons/item/23028.png"")","Thời trang Hiếm độc quyền của Shisui Uchiha, 7 ngày . Sử dụng và trang bị cho Shisui Uchiha, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23030,Vật phẩm Thời Trang,Ω9810,23030,23030.png,icons/item/23030.png,"=IMAGE(""icons/item/23030.png"")",Collect 50 shards to trade for the skin: Sakura Haruno[Swimsuit]!,Công dụng: rút Trang Phục,item_data1.luac
23031,Vật phẩm Thời Trang,Konan [Hầu gái] (vĩnh viễn),23031,23031.png,icons/item/23031.png,"=IMAGE(""icons/item/23031.png"")","Thời trang Hiếm độc quyền của Konan, vĩnh viễn . Sử dụng và trang bị cho Konan, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23032,Vật phẩm Thời Trang,Konan [Hầu gái] (7 ngày),23031,23031.png,icons/item/23031.png,"=IMAGE(""icons/item/23031.png"")","Thời trang Hiếm độc quyền của Konan, 7 ngày . Sử dụng và trang bị cho Konan, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23034,Vật phẩm Thời Trang,Kushina Uzumaki [Bãi Biển] ( Vĩnh viễn ),23034,23034.png,icons/item/23034.png,"=IMAGE(""icons/item/23034.png"")","Thời trang Hiếm độc quyền của Kushina Uzumaki, vĩnh viễn . Sử dụng và trang bị cho Kushina Uzumaki, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23035,Vật phẩm Thời Trang,Kushina Uzumaki [Bãi Biển] (7 ngày),23034,23034.png,icons/item/23034.png,"=IMAGE(""icons/item/23034.png"")","Thời trang Hiếm độc quyền của Kushina Uzumaki, 7 ngày . Sử dụng và trang bị cho Kushina Uzumaki, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23037,Vật phẩm Thời Trang,Itachi Uchiha: Anbu (vĩnh viễn),23037,23037.png,icons/item/23037.png,"=IMAGE(""icons/item/23037.png"")","Thời trang Hiếm độc quyền của Itachi: Hồi sức, vĩnh viễn . Sử dụng và trang bị cho Itachi: Hồi sức, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23038,Vật phẩm Thời Trang,Itachi Uchiha: Anbu (7 ngày),23037,23037.png,icons/item/23037.png,"=IMAGE(""icons/item/23037.png"")","Thời trang Hiếm độc quyền của Itachi: Hồi sức, 7 ngày . Sử dụng và trang bị cho Itachi: Hồi sức, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23040,Vật phẩm Thời Trang,Ω9810,23040,23040.png,icons/item/23040.png,"=IMAGE(""icons/item/23040.png"")",Ω9811,Công dụng: rút Trang Phục,item_data1.luac
23041,Vật phẩm Thời Trang,Ω9808,23040,23040.png,icons/item/23040.png,"=IMAGE(""icons/item/23040.png"")","Thời trang Hiếm độc quyền của Naruto: Tiên Nhân, 7 ngày . Sử dụng và trang bị cho Naruto: Tiên Nhân, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
23043,Vật phẩm Thời Trang,Ω9806,23043,23043.png,icons/item/23043.png,"=IMAGE(""icons/item/23043.png"")","Thời trang Hiếm độc quyền của Tobirama Senju, vĩnh viễn . Sử dụng và trang bị cho Tobirama Senju, ngoại hình và ảnh đại diện tương ứng sẽ được mở khóa.",Công dụng: rút Trang Phục,item_data1.luac
